,predictor,rank_value
799,variety Misket,0.0
800,variety Mission,0.0
801,variety Molinara,0.0
802,variety Monastrell,0.00019092826695105464
803,variety Monastrell-Petit Verdot,0.0
804,variety Monastrell-Syrah,0.0
805,variety Mondeuse,2.190994772195626e-05
806,variety Monica,0.0
807,variety Montepulciano,0.0002716988634584025
808,variety Morava,0.0
809,variety Morillon,7.303315907318757e-06
810,variety Morio Muskat,6.684997460632858e-05
811,variety Moscadello,0.0
812,variety Moscatel,0.00016064993388365925
813,variety Moscatel Graúdo,0.0
814,variety Moscatel Roxo,0.0
815,variety Moscatel de Alejandría,8.03364749805063e-05
816,variety Moscato,0.0007556861071535991
817,variety Moscato Giallo,0.0
818,variety Moscato Rosa,0.0
819,variety Moscato di Noto,1.105449493728344e-05
820,variety Moschofilero,4.381989544391252e-05
821,variety Moschofilero-Chardonnay,0.0
822,variety Mourvèdre,9.854571272076049e-05
823,variety Mourvèdre-Syrah,0.0
824,variety Mtsvane,0.0
825,variety Muscadel,7.41139880658141e-05
826,variety Muscadelle,2.9213263629275007e-06
827,variety Muscadine,0.0
828,variety Muscat,0.0006790024554000722
829,variety Muscat Blanc,0.0
830,variety Muscat Blanc à Petits Grains,0.0
831,variety Muscat Canelli,0.0
832,variety Muscat Hamburg,0.0
833,variety Muscat d'Alexandrie,0.0
834,variety Muscat of Alexandria,0.0
835,variety Muscatel,0.0
836,variety Muskat,0.0
837,variety Muskat Ottonel,4.7670965156804964e-05
838,variety Muskateller,0.0
839,variety Müller-Thurgau,0.00012355707454661275
840,variety Narince,0.0
841,variety Nascetta,0.0
842,variety Nasco,6.578730434531262e-05
843,variety Nebbiolo,0.0007387694900329384
844,variety Negrette,4.48385621815617e-05
845,variety Negroamaro,6.959485807343172e-05
846,variety Nerello Cappuccio,0.0
847,variety Nerello Mascalese,0.0002807962962859244
848,variety Nero d'Avola,7.97882148988786e-05
849,variety Nero di Troia,5.657402047668218e-05
850,variety Neuburger,0.0
851,variety Nielluciu,0.0
852,variety Norton,0.0
853,variety Nosiola,9.484825853660723e-05
854,variety Nuragus,0.0
855,variety Okuzgozu,0.0
856,variety Ondenc,6.626882964699766e-05
857,variety Orange Muscat,3.452314696591156e-05
858,variety Orangetraube,0.0
859,variety Other,0.0
860,variety Pallagrello,0.0
861,variety Pallagrello Bianco,0.0
862,variety Pallagrello Nero,6.379257861768315e-05
863,variety Palomino,7.678494461413359e-05
864,variety Pansa Blanca,0.0
865,variety Papaskarasi,0.0
866,variety Paralleda,0.0
867,variety Parraleta,0.0
868,variety Passerina,0.0
869,variety País,0.0
870,variety Pecorino,8.412253581761632e-05
871,variety Pedro Ximénez,6.885983569757684e-05
872,variety Perricone,0.0
873,variety Petit Courbu,0.0
874,variety Petit Manseng,0.000290597182147384
875,variety Petit Verdot,0.0005206767077431385
876,variety Petite Sirah,0.00016416130627097724
877,variety Petite Verdot,0.0002653594645027276
878,variety Picapoll,0.0
879,variety Picolit,0.00011656784097067138
880,variety Picpoul,0.0
881,variety Piedirosso,0.0
882,variety Pigato,0.0
883,variety Pignoletto,0.0
884,variety Pignolo,0.0
885,variety Pinot Auxerrois,3.9124906646350464e-05
886,variety Pinot Bianco,0.00030253923622174187
887,variety Pinot Blanc,0.0004097119397229673
888,variety Pinot Blanc-Chardonnay,6.078884527073521e-05
889,variety Pinot Blanc-Pinot Noir,0.0
890,variety Pinot Blanc-Viognier,0.0
891,variety Pinot Grigio,0.00011246066713663195
892,variety Pinot Grigio-Sauvignon Blanc,0.0
893,variety Pinot Gris,0.0015158782713517143
894,variety Pinot Gris-Gewürztraminer,0.0
895,variety Pinot Meunier,3.433542186995757e-05
896,variety Pinot Nero,0.0005487591142313337
897,variety Pinot Noir,0.005969506832074153
898,variety Pinot Noir-Gamay,0.00012132169357225554
899,variety Pinot Noir-Syrah,0.0
900,variety Pinot-Chardonnay,0.0
901,variety Pinotage,4.7303015338172204e-05
902,variety Pinotage-Merlot,0.0
903,variety Piquepoul Blanc,0.0
904,variety Plavac Mali,0.0
905,variety Plyto,0.0
906,variety Port,0.0008285391742535992
907,variety Portuguese Red,0.004140060145413236
908,variety Portuguese Rosé,0.0
909,variety Portuguese Sparkling,0.00015606060639363005
910,variety Portuguese White,0.0006400282372324441
911,variety Portuguiser,0.0
912,variety Posip,0.0
913,variety Poulsard,0.0
914,variety Premsal,0.0
915,variety Prieto Picudo,0.0002264536481892137
916,variety Primitivo,0.0004177782415087962
917,variety Prié Blanc,0.0
918,variety Prosecco,0.0
919,variety Provence red blend,0.0002646085653304184
920,variety Provence white blend,0.00019993500607962545
921,variety Prugnolo Gentile,0.0002931302055649881
922,variety Prunelard,0.0
923,variety Pugnitello,0.00011502722554027037
924,variety Rabigato,0.0
925,variety Raboso,2.075679257869545e-05
926,variety Ramisco,0.0
927,variety Rara Neagra,0.0
928,variety Rebo,0.0
929,variety Rebula,0.0
930,variety Red Blend,0.004326911429077505
931,variety Refosco,5.768245166589232e-05
932,variety Rhône-style Red Blend,0.0010142584049103488
933,variety Rhône-style White Blend,0.0006955656581574136
934,variety Ribolla Gialla,0.00011263948914563717
935,variety Rieslaner,0.0
936,variety Riesling,0.013258751955865322
937,variety Riesling-Chardonnay,6.614121361289323e-05
938,variety Rivaner,0.0
939,variety Rkatsiteli,0.0
940,variety Robola,0.0
941,variety Roditis,0.0
942,variety Roditis-Moschofilero,0.0
943,variety Rolle,5.5917914535376357e-05
944,variety Romorantin,0.0
945,variety Rosado,0.0
946,variety Rosato,0.00017499808618617622
947,variety Rosenmuskateller,0.0
948,variety Rosé,0.0012316316015380127
949,variety Roter Traminer,0.00011173432071435064
950,variety Roter Veltliner,0.00015193808708182743
951,variety Rotgipfler,3.2326366670460056e-05
952,variety Roussanne,0.00014869087872019352
953,variety Roussanne-Grenache Blanc,6.562074779662405e-05
954,variety Roussanne-Marsanne,0.0
955,variety Roussanne-Viognier,0.0
956,variety Roviello,0.0
957,variety Ruché,4.314061047454991e-05
958,variety Rufete,7.303315907318757e-06
959,variety Ryzlink Rýnský,0.0
960,variety Sacy,0.0
961,variety Sagrantino,0.00036350617077130474
962,variety Sangiovese,0.0014997775689704733
963,variety Sangiovese Cabernet,5.0659753426058776e-05
964,variety Sangiovese Grosso,0.00033601833841540545
965,variety Sangiovese-Cabernet Sauvignon,0.0
966,variety Sangiovese-Syrah,0.0
967,variety Saperavi,0.00016357625454010345
968,variety Saperavi-Merlot,1.4606631814637505e-05
969,variety Sauvignon,0.00030069357896338195
970,variety Sauvignon Blanc,0.0021116193189345987
971,variety Sauvignon Blanc-Assyrtiko,0.0
972,variety Sauvignon Blanc-Chardonnay,0.0
973,variety Sauvignon Blanc-Chenin Blanc,0.0
974,variety Sauvignon Blanc-Semillon,0.00014292832679591686
975,variety Sauvignon Blanc-Verdejo,0.0
976,variety Sauvignon Gris,0.0
977,variety Sauvignon Musqué,0.0
978,variety Sauvignon-Sémillon,0.0
979,variety Sauvignonasse,0.0
980,variety Savagnin,2.7492440501582883e-05
981,variety Savatiano,0.0
982,variety Scheurebe,7.280658542170286e-05
983,variety Schiava,0.0
984,variety Schwartzriesling,0.0
985,variety Sciaccerellu,0.0
986,variety Semillon-Chardonnay,0.0
987,variety Semillon-Sauvignon Blanc,0.00021321283606099437
988,variety Sercial,0.0
989,variety Seyval Blanc,0.0
990,variety Sherry,0.00010013417742308257
991,variety Shiraz,0.0010257721594378157
992,variety Shiraz-Cabernet,0.000137256476237889
993,variety Shiraz-Cabernet Sauvignon,0.0
994,variety Shiraz-Grenache,0.00015417604465237463
995,variety Shiraz-Malbec,0.0
996,variety Shiraz-Mourvèdre,0.0
997,variety Shiraz-Roussanne,0.0
998,variety Shiraz-Tempranillo,0.0
999,variety Shiraz-Viognier,9.659168697663508e-05
1000,variety Sideritis,0.0
1001,variety Siegerrebe,0.0
1002,variety Silvaner,0.0001259926419000092
1003,variety Silvaner-Traminer,0.0
1004,variety Siria,0.0
1005,variety Sirica,0.00011788560833419949
1006,variety Sousão,0.0
1007,variety Souzao,0.0
1008,variety Sparkling Blend,0.0018993147218952524
1009,variety Spätburgunder,0.00010551850289625696
1010,variety St. Laurent,0.00044336676473109556
1011,variety St. Vincent,0.0
1012,variety Susumaniello,0.0
1013,variety Sylvaner,0.0002855680260853877
1014,variety Symphony,0.0
1015,variety Syrah,0.0023224361742214803
1016,variety Syrah-Bonarda,0.0
1017,variety Syrah-Cabernet,0.0
1018,variety Syrah-Cabernet Franc,0.0
1019,variety Syrah-Cabernet Sauvignon,4.16300369619222e-05
1020,variety Syrah-Carignan,0.0
1021,variety Syrah-Grenache,0.0003621712139588723
1022,variety Syrah-Grenache-Viognier,0.0
1023,variety Syrah-Malbec,0.0
1024,variety Syrah-Merlot,0.0
1025,variety Syrah-Mourvèdre,0.0
1026,variety Syrah-Petit Verdot,3.675914626866191e-05
1027,variety Syrah-Petite Sirah,0.0
1028,variety Syrah-Tempranillo,0.0
1029,variety Syrah-Viognier,0.0
1030,variety Sämling,8.868613853774884e-05
1031,variety Sémillon,0.0003300201546062584
1032,variety Tamianka,0.0
1033,variety Tamjanika,0.0
1034,variety Tannat,0.0009834523928318383
1035,variety Tannat-Cabernet,0.0005540939347841066
1036,variety Tannat-Cabernet Franc,0.0006787171008272038
1037,variety Tannat-Merlot,4.564572442074211e-05
1038,variety Tannat-Syrah,0.0
1039,variety Tempranillo,0.0005809939163501112
1040,variety Tempranillo Blanco,2.5723939031809163e-05
1041,variety Tempranillo Blend,0.000515878613135158
1042,variety Tempranillo-Cabernet Sauvignon,0.00020568148156484034
1043,variety Tempranillo-Garnacha,0.0
1044,variety Tempranillo-Merlot,0.0
1045,variety Tempranillo-Shiraz,0.0
1046,variety Tempranillo-Syrah,0.0
1047,variety Tempranillo-Tannat,0.0
1048,variety Teran,2.190994772195626e-05
1049,variety Teroldego,0.0001907606432402021
1050,variety Teroldego Rotaliano,0.0
1051,variety Terrantez,0.0
1052,variety Thrapsathiri,0.0
1053,variety Timorasso,0.00012214665948907398
1054,variety Tinta Amarela,0.0
1055,variety Tinta Barroca,0.0
1056,variety Tinta Cao,0.00013727029502309747
1057,variety Tinta Fina,0.0
1058,variety Tinta Francisca,6.572984316586878e-05
1059,variety Tinta Madeira,0.0
1060,variety Tinta Miúda,0.0
1061,variety Tinta Negra Mole,0.0
1062,variety Tinta Roriz,3.666756154813946e-05
1063,variety Tinta de Toro,0.00011294116346789326
1064,variety Tinta del Pais,0.0
1065,variety Tinta del Toro,0.0
1066,variety Tintilia ,0.0
1067,variety Tinto Fino,0.0002309502763683196
1068,variety Tinto Velasco,0.0
1069,variety Tinto del Pais,5.1428618474479776e-05
1070,variety Tocai,0.0
1071,variety Tocai Friulano,8.459949648296808e-06
1072,variety Tokaji,0.0
1073,variety Tokay,0.00012999205215591728
1074,variety Tokay Pinot Gris,3.070454630289671e-05
1075,variety Torbato,0.00013695938489491593
1076,variety Torontel,0.0
1077,variety Torrontés,0.0
1078,variety Touriga,0.0
1079,variety Touriga Franca,1.4381914402104611e-05
1080,variety Touriga Nacional,0.0007201379740351762
1081,variety Touriga Nacional Blend,0.00014246025584140672
1082,variety Touriga Nacional-Cabernet Sauvignon,0.00023067094664418767
1083,variety Trajadura,0.0
1084,variety Traminer,0.0003382490694357838
1085,variety Traminette,0.0
1086,variety Trebbiano,6.170778906516668e-05
1087,variety Trebbiano Spoletino,0.0
1088,variety Trebbiano di Lugana,0.0
1089,variety Treixadura,0.0
1090,variety Trepat,0.0
1091,variety Trincadeira,1.5295444088468915e-05
1092,variety Trollinger,0.0
1093,variety Trousseau,0.0
1094,variety Trousseau Gris,0.0
1095,variety Turbiana,0.0005944467776432599
1096,variety Tămâioasă Românească,0.0
1097,variety Ugni Blanc,0.0
1098,variety Ugni Blanc-Colombard,0.0
1099,variety Uva di Troia,0.0
1100,variety Uvalino,0.0
1101,variety Valdiguié,0.0
1102,variety Valvin Muscat,0.0
1103,variety Veltliner,0.0
1104,variety Verdeca,6.261894518369748e-05
1105,variety Verdejo,0.0
1106,variety Verdejo-Sauvignon Blanc,0.0
1107,variety Verdejo-Viura,0.0
1108,variety Verdelho,0.00011275746951809383
1109,variety Verdicchio,0.00023451944290124629
1110,variety Verdil,0.0
1111,variety Verdosilla,0.0
1112,variety Verduzzo,7.405023736126156e-05
1113,variety Verduzzo Friulano ,5.812793865239491e-05
1114,variety Vermentino,0.0002974123613596398
1115,variety Vermentino Nero,0.0
1116,variety Vernaccia,2.3884339393776518e-05
1117,variety Vespaiolo,0.0
1118,variety Vespolina,0.0
1119,variety Vidadillo,0.0
1120,variety Vidal,0.0
1121,variety Vidal Blanc,7.10883093447476e-05
1122,variety Vignoles,0.0
1123,variety Vilana,0.0
1124,variety Vinhão,0.00011090501483731551
1125,variety Viognier,0.0007204611798638902
1126,variety Viognier-Chardonnay,0.0
1127,variety Viognier-Gewürztraminer,0.0
1128,variety Viognier-Grenache Blanc,0.0
1129,variety Viognier-Marsanne,0.0
1130,variety Viognier-Roussanne,0.0
1131,variety Viognier-Valdiguié,0.0
1132,variety Viosinho,5.61793531332212e-05
1133,variety Vitovska,0.0
1134,variety Viura,5.848576769793221e-05
1135,variety Viura-Chardonnay,0.0
1136,variety Viura-Verdejo,0.0
1137,variety Vranec,0.0
1138,variety Weissburgunder,0.00010453063041839185
1139,variety Welschriesling,2.5625669850241274e-05
1140,variety White Blend,0.001744971071799492
1141,variety White Port,0.0
1142,variety White Riesling,0.0
1143,variety Xarel-lo,0.0
1144,variety Xinisteri,0.0
1145,variety Xinomavro,0.0
1146,variety Xynisteri,0.0
1147,variety Yapincak,0.0
1148,variety Zibibbo,0.00018141777071297536
1149,variety Zierfandler,0.0001713298329083548
1150,variety Zierfandler-Rotgipfler,0.0
1151,variety Zinfandel,0.0006150715574435794
1152,variety Zlahtina,0.0
1153,variety Zweigelt,0.0005441830935681997
1154,variety Çalkarası,0.0
1155,variety Žilavka,0.0
